EVENT ID,EVENT DESCRIPTION,ATT&CK DATA SOURCE ID,ATT&CK DATA SOURCE,ATT&CK DATA COMPONENT,SOURCE,RELATIONSHIP,TARGET
ListPolicyVersions,"Lists information about the versions of the specified managed policy, including the version that is currently set as the policy's default version.",DS0002,User Account,User Account Metadata,Iam User/Process,Enumerates,User Account Policy
UpdateLoginProfile,Changes the password for the specified IAM user.,DS0002,User Account,User Account Metadata,Iam User/Process,Modification,User Account Password
SetSecurityTokenPreferences,Sets the specified version of the global endpoint token as the token version used for the AWS account.,DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
TagUser,"Adds one or more tags to an IAM user. If a tag with the same key name already exists, then that tag is overwritten with the new value.",DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UntagUser,Removes the specified tags from the user.,DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account Metadata (User Tags)
UpdateAccessKey,"Changes the status of the specified access key from Active to Inactive, or vice versa. This operation can be used to disable a user's key as part of a key rotation workflow.",DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UpdateServiceSpecificCredential,Sets the status of a service-specific credential to Active or Inactive. Service-specific credentials that are inactive cannot be used for authentication to the service. This operation can be used to disable a user's service-specific credential as part of a credential rotation work flow.,DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UpdateSigningCertificate,"Changes the status of the specified user signing certificate from active to disabled, or vice versa. This operation can be used to disable an IAM user's signing certificate as part of a certificate rotation work flow.",DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UpdateSSHPublicKey,Sets the status of an IAM user's SSH public key to active or inactive. SSH public keys that are inactive cannot be used for authentication. This operation can be used to disable a user's SSH public key as part of a key rotation work flow.,DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UpdateUser,Updates the name and/or the path of the specified IAM user.,DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UploadServerCertificate,"Uploads a server certificate entity for the AWS account. The server certificate entity includes a public key certificate, a private key, and an optional certificate chain, which should all be PEM-encoded.",DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UploadSigningCertificate,Uploads an X.509 signing certificate and associates it with the specified IAM user.,DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
UploadSSHPublicKey,Uploads an SSH public key and associates it with the specified IAM user.,DS0002,User Account,User Account Modification,Iam User/Process,Modification,User Account
CreateVolume,Creates an EBS volume that can be attached to an instance in the same Availability Zone.,DS0034,Volume,Volume Creation,User/Process,Create,Volume
DetachVolume,Detaches an EBS volume from an instance.,DS0034,Volume,Volume Modification,User/Process,Modification,Volume
ModifyVolume,"You can modify several parameters of an existing EBS volume, including volume size, volume type, and IOPS capacity.",DS0034,Volume,Volume Modification,Iam User/Process,Modification,Volume
